SKU;Descriçăo;Validade;Estoque
12571160;NESCAFE LATTE BebGarrPlas 4(6x270ml) BR;19/10/2026;13
12571161;NESCAFEChocnoBebGarrafaPlas4(6x270ml)BR;02/12/2026;13
12571372;NAN SUPREME 0-6Meses 4HMO 12x400g BR;01/10/2027;0
12571519;GATSY Carne 20kg N1 BR;01/09/2027;0
12572613;SBUX MEDIUM COLUMB 10Caps 6x55g BR;01/10/2026;0
12572694;NCUAchocPo33%MenosAcuCilindro36x350gBR;01/02/2027;60
12574653;SBUX CAPPUCCINO Wht 10Caps 6x100g BR;01/08/2026;0
12574985;NDG Alpino Tradicional 10Caps 6x178g BR;01/05/2027;0
12575444;NESTLE CLASSIC Ovo de Pascoa 15x199gBR;30/06/2026;0
12575461;MAGGI Base Demi Glace NPro 6x600g BR;01/10/2026;0
12575945;DOG CHOW Oral Medio e Grande 12x200g BR;#N/D;0
12576094;NAN COMFOR 6-12Meses HMO 6x800g BR;01/03/2027;99
12576834;NANLAC COMFOR HMO FI 1+ 6x800g BR;01/09/2026;0
12577839;NINHO Leite Integral Inst Sac 12x750g BR;01/02/2027;8
12577859;TALENTO Amendoa Amendoim Avl 8(15x75g)BR;27/12/2026;2
12577865;NINHO Leite Integral Inst Lata 24x380gBR;01/07/2027;0
12578245;PRESTIGIO Ovo de Pascoa 15x225g BR;30/06/2026;0
12578888;MAGGI MSGR 7Veg 42(7x7g) PR20%Dsc BR;#N/D;28
12580974;ALFARE ACS030 6x400g N1 BR;31/08/2027;0
12580999;KIT KAT Cereal Matinal 24x210g BR;12/02/2027;0
12581664;PRESTIGIO Pasta NPro 6x1,01kg BR;10/06/2026;0
12581678;GAROTO Choco Trio Negresco 4(12x90g) BR;20/12/2026;8
12581702;GAROTO Choco Trio Bono Mrg 4(12x90g) BR;17/01/2027;4
12581976;GAROTO TableteChocLeiNegresco 22x150gBR;31/01/2027;0
12581977;GAROTO TableteChocLeiCrocante 22x150gBR;13/12/2026;0
12582848;NINHO LeitePo Integral Sachet 12x575g BR;01/12/2026;160
12582856;NINHO Leite Integral Inst Sac 12x575g BR;01/12/2026;0
12582872;NESCAFE Coador Papel NPro 500Uni BR;18/03/2030;0
12582874;NINHO Leite Integral Inst Sac 12x350g BR;01/12/2026;24
12582978;NAN SENSITIVE HMO 6x800g BR;01/10/2026;0
12583426;MAGGI Tempera & Amacia 48(10x5g) BR;01/09/2026;0
12583436;NINHO Leite Po Integral Sac 12x350g BR;01/02/2027;216
12584239;KIT KAT Cereal Matinal 22x90g BR;25/12/2026;23
12584369;NINHO Adulto Leite em Po 24x350g BR;01/05/2027;0
12584392;GAROTO Tablete Crunch 4(16x80g) BR;12/02/2027;18
12585564;PRO PLAN Filhote Medio e Grande 15kg BR;01/07/2027;0
12586084;TOSTINES Biscoito Especiarias 54x150g BR;28/11/2026;0
12586516;NINHO Cmpto Lact Zero Lactose 24x380g BR;01/03/2027;0
12586525;NINHO Leite Po Integral Sachet 12x750gBR;01/12/2026;792
12586544;NINHO Leite Po Integral Lata 24x380g BR;01/05/2027;0
12587774;NINHO CmptoLact Fibras Sachet 50x150g BR;01/02/2027;70
12588590;NINHOLepoIntegrInstSac12x750gPR50gGrtsBR;01/10/2026;0
12589907;NESTONUTRI 1+ FI 12x800g BR;01/03/2027;26
12590501;DOG CHOW Biscoito Filh FrgLei 16x300g BR;01/01/2027;0
12590502;NINHO Lepo Integral Sac12x750gPR50gBR;01/02/2027;0
12591179;NESCAU ACT-GO BebExtraCacau 4(6x270ml)BR;27/09/2026;64
12591933;NESTLE Chocobiscuit Choc aoLei 30x78g BR;16/12/2026;81
12591944;GAROTO Chocobiscuit Choc aoLei 30x78g BR;01/02/2027;150
12591961;GAROTO Crocante Cookie 52x60g BR;11/01/2027;17
12591962;CARIBE Cookie 52x60g BR;09/01/2027;0
12592352;DOGCHOW BiscoitosFrg MiniPeq 16x500gN1BR;01/10/2026;0
12592353;NESCAU Achocolatado Po Sac 12x900g N1 BR;01/12/2026;0
12592511;GAROTO ChocoCookies Rech Choc 40x100g BR;12/12/2026;1
12592785;PRO PLAN SensitiveSkin Mini&Peq 7,5kg BR;01/11/2026;0
12592972;NESTLE Farlact Trad 24x360g PRArraia BR;01/03/2027;0
12595044;MOCA Leite Cond Semi Desn NPro 5x3kg BR;01/09/2026;0
12595377;NUTREN Protein 15g RTD Choc 4(6x260ml)BR;01/04/2027;0
12595468;NUTREN Protein 15g Baunilha 4(6x260ml)BR;01/04/2027;0
12596287;NESCAFE Forte NPro 12x250g BR;01/09/2026;0
12596509;NESCAFE Espr Brasileiro NPro 6x1kg BR;01/07/2026;2
12598146;FRISKIES Petiscos Salmao 15x40g BR;01/10/2027;0
12598254;FRISKIES Petiscos Carne 15x40g N2 BR;01/08/2027;36
12598255;FRISKIES Petiscos Frango 15x40g N1 BR;01/08/2027;0
12599819;SURPRESA TableteChocAoLeite 12(22x20g)BR;12/12/2026;1
12600478;MAGGI Tempero Para Feijao 48(10x5g) BR;01/08/2026;0
12600497;MAGGI Tempero Para Frango 48(10x5g) BR;01/12/2026;0
12600498;MAGGI Tempero Para Legumes 48(10x5g) BR;01/12/2026;27
12600499;MAGGI Tempero Para Massas 48(10x5g) BR;01/10/2026;0
12600503;MAGGI Tempero Para Carnes 48(10x5g) BR;01/11/2026;12
12601436;GAROTO ChocoTrio Prestigio 4(12x90g) BR;30/01/2027;4
12601967;FRISKIES Petiscos Salmao 15x80g BR;01/10/2027;6
12602527;ALPINO Chocolate 4(16x80g) BR;12/02/2027;0
12604964;NESCAU Achoc Po Cilindrico 36x350g BR;01/03/2027;0
12606771;TOSTINES Leite Maltado 48x160g N1 BR;09/11/2026;9
12607311;TOSTINES Biscoito Granulado NPro 6x1kgBR;15/09/2026;0
12608184;NESCAFE CAPPU Barista NPro 6x1,3kg BR;#N/D;0
12608573;NESCAFE CopoPpl NPro 200ml 20x50Uni BR;20/04/2027;0
12608991;NINHO Recheio NPro 6x2,61kg BR;02/11/2026;0
12609048;NESTLE ChocoCookies Brownie 40x100g BR;30/11/2026;0
12609059;NESTLE ChocoCookies RechAvela 40x100g BR;20/10/2026;0
12609061;NESTLE ChocoCookies Rech Choc 40x100g BR;23/08/2026;0
12609164;SERENATA DE AMOR ChocoCookies 40x100g BR;18/11/2026;0
12609999;NESCAFEORIGINALXForteSac24x40gPR10%DesBR;01/05/2027;0
12610012;NESCAFETRADICAO ForteSac24x40gPR10%DesBR;01/05/2027;0
12610157;NAN Soja SPOE 6x800g BR;03/04/2027;0
12610213;MUCILON Ameixa e Aveia 9x600g BR;01/01/2027;63
12610403;MUCILON BL 5 Cereais Zero 9x600g BR;01/01/2027;63
12610745;NESCAFE CAPPU ProEnergy Canl4(6x270ml)BR;04/10/2026;0
12610767;NESCAFE CAPPU ClasProEnergy 4(6x270ml)BR;22/09/2026;0
12610829;NESCAFE ProEnergy Chocno 4(6x270ml) BR;03/10/2026;13
12611191;GAROTO Cob Sabor Choc AoLei NPro12x1kgBR;03/10/2026;0
12611501;MAGGI Tempr Grnul p/ Frango 48(10x5g) BR;01/02/2027;13
12611512;MAGGI Tempr Grnl p/ Carne 48(10x5g) BR;01/01/2027;0
12611997;MOCA Leite Condensado NPro 2x5kg BR;01/07/2026;0
12612400;NESTLE ChocoCookies CobChoc 35x100g BR;02/10/2026;0
12613072;NESTOGENO 1 Formula Infantil 6x800g N4BR;01/08/2027;0
12613081;NESTOGENO 2 Formula Infantil 12x400gN4BR;01/07/2027;0
12613109;NESTOGENO 2 Formula Infantil 6x800g N4BR;01/07/2027;0
12613132;NESTOGENO 1 Formula Infantil 12x400gN4BR;01/05/2027;0
12613319;MAGGI FONDOR Tempero 30x120g N1 BR;01/02/2027;0
12613348;DOGCHOWXLfeAdltMedGdeCarFrgArz20kgN1BR;01/10/2027;9
12613349;MAGGI Amaciante Car c/Tempero30x120gN1BR;01/03/2027;0
12613366;MOCA Leite Condensado NPro 8x1,18kg BR;01/07/2026;0
12613367;CHARGE Cookie Gotas Choc 52x60g BR;19/12/2026;0
12613380;MAGGI GRIL Tempero 30x120g BR;01/01/2027;0
12613546;DOGCHOWXLfeAdltMedioGdeCarFrgArz15kgN1BR;01/09/2027;0
12613548;DOGCHOWXLfeAdltMnPeqCarFrgArz10,1kgN1BR;01/08/2027;90
12613556;DOGCHOWXLfeAdltMedGdeCarFrgArz10,1kgN1BR;01/10/2027;0
12613559;DOGCHOW ExtraLife 7+ CarFrgArz 15kg N1BR;01/09/2027;4
12613570;DOGCHOWXLfeAdltMnPeqCarFrgArz20kgN1BR;01/10/2027;48
12613573;DOGCHOWXLfeAdltMnPeqCarFrgArz15kgN1BR;01/10/2027;64
12614177;NESTLE Choco Trio Avela 4(12x90g) BR;24/03/2027;0
12615097;GALAK NPro Cobertura Choc 6x2,1kg BR;10/11/2026;0
12615149;GALAK NPro Cobertura Choc 12x1kg BR;10/11/2026;0
12615709;KIT KAT Cereal Mat Sachet 12(16x25g) BR;06/08/2026;0
12615854;MUCILON Arroz Aveia Sachet 12x230g N1 BR;01/10/2026;0
12616029;TOSTINES Espec Bisc Rech Cappu 66x93g BR;04/12/2026;0
12616031;DOG CHOW Adulto TriploProt Pc 15x85g BR;#N/D;0
12616032;DOG CHOW Adulto TriploProt Slm 15x85gBR;#N/D;0
12616045;DOG CHOW Filhote Carne&Leite 15x85g BR;#N/D;0
12616589;NESTLE Aveia Proteinada 24x160g BR;01/05/2026;0
12617000;NESCAU Achoc Sachet 12x550g PR50gGrts BR;01/12/2026;227
12618102;NESTOGENO ESPESSAR FI 6x800g N1 BR;01/06/2027;0
12618462;SNOW FLAKES CerMat Frutas 24x240g BR;09/01/2027;0
12618552;NESTLE Farlact Trdl Sac Arraia 9x600g BR;01/02/2027;0
12618561;NESTLE Farlact Trdl SacArraia 24x210g BR;#N/D;1505
12620119;NINHO Cmpto Lact Lata 24x380gPR10%Dsc BR;01/12/2026;0
12620125;NINHO CmptoLact Fibras Lata 24x380g BR;01/11/2026;0
12620861;NESCAU ACTIGEN-E AchocPo NPro 4x2,01kgBR;01/12/2026;0
12622733;KIT KAT Achocolatado Po NPro 6x1,3kg BR;01/11/2026;0
12622761;NAN COMFOR 0-6Meses HMO 6x800g N1 BR;01/06/2027;89
12622765;NAN EspessAR HMO 6x800g N1 BR;01/03/2027;0
12622772;NAN COMFOR 0-6Meses HMO 12x400g N1 BR;01/07/2027;0
12623003;KIT KAT 4Fngr Churros 4(24x41,5g) BR;22/08/2026;0
12623506;FRISKIES Mix de Carnes 15x80g BR;01/03/2028;0
12623520;FRISKIES Mar de Sabores 15x80g BR;01/03/2028;0
12623819;FRISKIES Megamix 15x80g BR;01/03/2028;0
12624035;DOGCHOW XLfeAdlt MnPeq CarFrgArz8x900gBR;01/09/2027;0
12624063;DOGCHOW ExtraLife 7+ CarFrgArz 8x900g BR;#N/D;0
12624122;NDG CHOCOCINO Nestle 10Caps6x150gBR;01/12/2026;0
12624153;DOGCHOW XLfeAdltMedGdeCarFrgArz6x2,5kgBR;01/08/2027;25
12624229;DOGCHOW XLfeAdltMnPeq CarFrgArz6x2,5kgBR;01/05/2027;10
12624355;NESTLE Tab Rech Negresco 4(14x90g) BR;11/02/2027;8
12624593;PRESTIGIO Tablete Recheado 4(14x90g) BR;19/10/2026;5
12625382;TOSTINES Bisc Espec Gengibre 54x150g BR;28/08/2026;0
12625387;NESCAFEGOLD Intsd7SacLiofilizado24x40gBR;01/06/2027;0
12626117;KITKAT 4Fngr Leite 4(24x41,5g)PRLMPMBR;26/08/2026;0
12626399;MOLICO LepoDesnTotalCaPk6(2x280g)PR20%BR;01/01/2027;0
12627332;NUTRENPrtn15g PpbBaun4(6x260ml)PRLMPMBR;01/07/2026;0
12627341;NUTRENPrtn15g PpbChoc4(6x260ml)PRLMPMBR;01/07/2026;0
12627358;TALENTO CstnCajuParaAmendoim 8(15x75g)BR;29/10/2026;9
12627449;GAROTOTabChocAoLeite 4(16x80g)PR20%DscBR;25/08/2026;0
12627467;GAROTO CxBbsSortidos 30x250g PR20%DscBR;27/07/2026;0
12627469;MUCILON MltrsSac 9x600g PRL600P500 BR;01/11/2026;0
12627478;MUCILON ArzAva Sac 9x600g PRL600P500 BR;01/11/2026;0
12627510;CLASSIC ChocAoLeite 4(16x80g)PR20%DscBR;07/07/2026;0
12627579;DENTALIFE Gatos 12x40g N1 XI;01/06/2027;0
12628857;NUTREN Prtn15gRTDChocoWafer 4(6x260ml)BR;01/03/2027;2
12629258;NESTLE Cookies 15(4x60g) PRL4P3 BR;17/07/2026;0
12629924;NESCAU Achoc Po Protn Cilindro 36x330gBR;01/09/2026;0
12629955;MUCILON Multicereais LataLito18x400gN1BR;01/09/2026;0
12629983;MUCILON Arroz Lata Lito 18x400g N1 BR;01/12/2026;0
12630217;GAROTO Chocopretzel ao Leite 40x80g BR;23/10/2026;0
12630675;NINHO 1+ PBIO1 Fases LepoSac 12x800gN4BR;01/02/2027;0
12631039;CHARGE Tablete Recheado 4(14x90g) BR;20/01/2027;7
12655014;DCHOW XLfeLactFilhMnPeqCarFrgArz8x900gBR;01/07/2027;0
12655182;DCHOW XLfeLactFilhMdGdCarFrgArz7x2,5kgBR;#N/D;0
12655184;DCHOWXLfeLactFilhMedGdeCarFrgArz8x900gBR;01/07/2027;0
12664895;KITKAT 2Fngr Leite Bag 10x417,6gPRLMPMBR;22/10/2026;0
12799262;NUTREN ACTIVE Baun 12x400g PRL400P340gBR;01/04/2027;0
12805884;NESCAFE com Leite 12x300g N1 BR;01/02/2027;0
12889867;NINHO CmptoLact Zero Lact Sac 12x700g BR;01/02/2027;21
12997472;NINHO1+PREBIO1FasesLata3x1,6kgPR20%N2BR;01/04/2027;0
13006270;NESCAFE Xicara e Pires 75ml NPro 24Pc BR;#N/D;5
13069775;NINHO 1+ PBIO1 Fases Lepo 24x400g N5 BR;01/05/2027;0
13129259;NINHO 3+ PBIO3 Fases Lepo 6x800g N1 BR;#N/D;27
13160910;NESCAFE Xicara e Pires 200ml NPro24PcsBR;#N/D;4
13320068;NUTREN SENIOR Po 24x370g PRL370gP330g BR;01/03/2027;0
13332567;NESCAU Protein 24x250ml BR;29/07/2026;0
13383314;NESCAU Cookie Cereal Matinal 20x180g BR;02/02/2027;0
13389250;NESTON Bebida Lactea Ppb 27x180ml BR;12/10/2026;40
13392666;FRISKIES Mix Carne Castrados 7x2,5kg BR;01/08/2027;0
13392667;FRISKIES Megamix Castrado 7x2,5kg BR;01/08/2027;0
13392668;FRISKIES Megamix Adulto 7x2,5kg BR;01/09/2027;0
13392684;FRISKIES Delicias daGranja Frg 7x2,5kgBR;01/08/2027;0
13400567;FRISKIES Mix Carne Adulto 7x2,5kg BR;01/09/2027;0
13463462;NESCAU Cookie Cereal Matinal 20x80g BR;17/11/2026;0
13466600;NESCAFE ICE 24x40g BR;01/02/2027;0
13522060;BONO Biscoito Recheado Mrg 66x90g N1 BR;10/01/2027;0
13522061;BONO Biscoito Recheado Choc 66x90g N1 BR;19/01/2027;15
13522062;BONO Biscoito Recheado Ddl 66x90g N1 BR;24/12/2026;0
13528301;NEGRESCO Biscoito Rech Mrg 66x90g N1 BR;27/02/2027;0
13528866;NEGRESCO Bisc Rech Choc 66x90g N1 BR;19/03/2027;0
13528867;NEGRESCO Biscoito Recheado 66x90g N1 BR;05/03/2027;0
13563758;NTRN Prtn 15g Ppb VitFrutas 4(6x260ml)BR;01/03/2027;13
13597100;NEGRES Nevado Recheado Baun 66x90g BR;26/12/2026;0
13597926;NEGRES Nevado Recheado Morango 66x90g BR;02/01/2027;0
13612736;BONO Mini Biscoito Rech Mrg 60x24g BR;#N/D;31
13612737;BONO Mini Biscoito Rech Choc 60x24g BR;#N/D;193
13680781;NTRN Protein15gRTD ColagChoc4(6x260ml)BR;01/03/2027;0
13680782;NTRN Protein15gRTD ColagBaun4(6x260ml)BR;01/03/2027;0
13720732;SPRSA Biscoito Recheado 70x130g BR;12/09/2026;0
13720753;SNWFLAKE CerMat 24x230g PR15%Grts BR;27/10/2026;0
13754078;FRSK Filhotes Frango 9x850g BR;01/08/2027;0
13754108;FRSK Mar de Sabores 9x850g BR;01/08/2027;0
13760031;FRSK Megamix Castrados 9x850g BR;01/09/2027;0
13760032;FRSK Mix Carne Adulto 9x850g BR;01/08/2027;0
13783814;PRST Frutas Vermelhas Choc 18(30x33g) BR;24/11/2026;0
13799711;MAG Tempero Sabor Manteiga 30x110g BR;01/11/2026;0
13800870;MAG Tempero Lemmon Pepper 30x110g BR;01/11/2026;0
13837463;MAG Tempero Empana LemonPpr 12(9x60g)BR;01/12/2026;5
13837464;MAG Tempero Empana Paprica 12(9x60g)BR;01/12/2026;3
13837465;KK 4Fngr Tutti Frutti 4(24x41,5g) BR;10/04/2027;0
13837609;KK 4Fngr Dark ChocMint 4(24x41,5g) BR;21/03/2027;0
13837644;MAG Tempero Empana Parmesao12(9x60g)BR;01/12/2026;3
13842963;SFLR Chocolate ao Leite 4(16x80g) N1 BR;10/03/2027;0
13864756;GLK Tablete Recheado 4(14x90g) BR;25/01/2027;0
13882992;MAG Macarrao Sabor Bechamel 12(9x65g) BR;01/01/2027;4
13882993;MAG Macarrao Sabor Tomate 12(9x65g) BR;01/01/2027;5
13882994;MAG Macarrao Sab MacN Chse 12(9x65g) BR;01/11/2026;7
13926876;NEST Chocobiscuit Choc Branco 30x78g BR;12/11/2026;32
13945245;GRT Bombons Sortidos Caixa 30x220g BR;08/04/2027;1217
13982513;PSTMP Bisc Rech Choc 70x130g PR10%GrtsBR;14/12/2026;0
13991250;ESPD Bombons Sortidos Caixa 30x220g BR;15/04/2027;0
14024359;KK 4Fngr Latte Macchiato 4(24x41,5g) BR;02/02/2027;0
14089195;PRPN Des Excp Filhote Mini&Peq 7,5kg BR;#N/D;0
14106543;GRT Tablete Rech Crocante 4(14x90g) N1BR;15/01/2027;0
14106626;SDA Tablete Recheado 4(14x90g)BR;13/12/2026;0
14123574;NNHO Lepo Integral Sac12x575gPR85gGrtsBR;01/03/2027;0
14123615;SFLR Duo 12(20x50g) BR;25/02/2027;0
14123616;SDA Choco Trio 4(12x90g) BR;03/03/2027;0
14131309;BTN Tablete Rech 4(14x90g) BR;11/12/2026;0
14317522;NCU Achoc Po Cilindro Copa 36x350g BR;01/02/2027;0
14376159;NTRN Prtn 15g Choc 4(6x260ml)PR25%Dsc BR;01/03/2027;13
14376161;NTRN Prtn15g Wafer 4(6x260ml) PR25%DscBR;01/03/2027;0
14377096;NTRN SENIOR Po 6x740g PR25%Dsc BR;#N/D;15
14377098;NTRN SENIOR Po Baun 24x370g PR20%Dsc BR;01/09/2027;0
14385458;NTRN SENIOR Po Baun 6x740g PR25%Dsc BR;01/09/2027;0
14476614;GRT Tablete Pe de Moleque 4(16x80g) BR;#N/D;101
14506131;PSTMP Biscoito Rech Galak 66x90g BR;13/02/2027;0
14506333;PSTMP Biscoito Rech Prestigio 66x90g BR;16/02/2027;15
14506353;PSTMP Biscoito Rech Alpino 66x90g BR;09/02/2027;15
14507345;MCLN Cereal Leite 24x160g N1 BR;01/12/2026;0
14507390;MCLN Cereal Leite 9x560g N1 BR;01/12/2026;0
14507681;NESC NPro Copo Futebol 200ml 25x40Uni BR;#N/D;1
14510840;GRT BombonsSortidosCx 30x220gPR10%DscBR;#N/D;1680
14513265;NEST ChocoStickCrmlSalgado 12(12x24g)BR;#N/D;0
14513277;BTN ChocoStick Caribe 12(12x24g) BR;#N/D;0
14513949;BTN ChocoStick TriploChoc 12(12x26g)BR;#N/D;0
14513974;BTN ChocoStickCookies&Cream 12(12x26g)BR;#N/D;0
14513980;NEST ChocoStick Avela 12(12x26g) BR;#N/D;0
